# False Positive Rate (FPR)	True Positive Rate (TPR)	Thresholds
5.959004392386529902e-01	7.526881720430107781e-02	9.994640946388244629e-01
5.973645680819912318e-01	7.526881720430107781e-02	9.994621872901916504e-01
5.973645680819912318e-01	8.064516129032257841e-02	9.994557499885559082e-01
6.237188872620790248e-01	8.064516129032257841e-02	9.993000030517578125e-01
6.237188872620790248e-01	8.602150537634409289e-02	9.992991685867309570e-01
6.266471449487555079e-01	8.602150537634409289e-02	9.992920160293579102e-01
6.266471449487555079e-01	9.139784946236559349e-02	9.992864727973937988e-01
6.471449487554904456e-01	9.139784946236559349e-02	9.991989731788635254e-01
6.471449487554904456e-01	9.677419354838709409e-02	9.991903901100158691e-01
6.515373352855051703e-01	9.677419354838709409e-02	9.991672039031982422e-01
6.515373352855051703e-01	1.021505376344086086e-01	9.991512298583984375e-01
6.720351390922401080e-01	1.021505376344086086e-01	9.989243149757385254e-01
6.720351390922401080e-01	1.075268817204301092e-01	9.989156723022460938e-01
6.969253294289897704e-01	1.075268817204301092e-01	9.986948370933532715e-01
6.969253294289897704e-01	1.182795698924731242e-01	9.986770749092102051e-01
7.013177159590043841e-01	1.182795698924731242e-01	9.985645413398742676e-01
7.013177159590043841e-01	1.236559139784946248e-01	9.985632300376892090e-01
7.027818448023426257e-01	1.236559139784946248e-01	9.985406398773193359e-01
7.027818448023426257e-01	1.290322580645161255e-01	9.985235333442687988e-01
7.115666178623718530e-01	1.290322580645161255e-01	9.983513355255126953e-01
7.115666178623718530e-01	1.344086021505376261e-01	9.983460903167724609e-01
7.174231332357247082e-01	1.344086021505376261e-01	9.982957243919372559e-01
7.174231332357247082e-01	1.397849462365591267e-01	9.982298016548156738e-01
7.203513909224011913e-01	1.397849462365591267e-01	9.981820583343505859e-01
7.203513909224011913e-01	1.451612903225806550e-01	9.981672763824462891e-01
7.525622254758418395e-01	1.451612903225806550e-01	9.972146153450012207e-01
7.525622254758418395e-01	1.559139784946236562e-01	9.970809817314147949e-01
7.613469985358711778e-01	1.559139784946236562e-01	9.963878393173217773e-01
7.613469985358711778e-01	1.612903225806451568e-01	9.963250756263732910e-01
7.774524158125915019e-01	1.612903225806451568e-01	9.950671195983886719e-01
7.774524158125915019e-01	1.666666666666666574e-01	9.949715137481689453e-01
7.789165446559297434e-01	1.666666666666666574e-01	9.948295950889587402e-01
7.789165446559297434e-01	1.720430107526881858e-01	9.948067069053649902e-01
7.803806734992679850e-01	1.720430107526881858e-01	9.947319030761718750e-01
7.803806734992679850e-01	1.774193548387096864e-01	9.946299791336059570e-01
7.818448023426061155e-01	1.774193548387096864e-01	9.944760203361511230e-01
7.818448023426061155e-01	1.827956989247311870e-01	9.944499731063842773e-01
7.906295754026354539e-01	1.827956989247311870e-01	9.934855103492736816e-01
7.906295754026354539e-01	1.881720430107526876e-01	9.933220744132995605e-01
7.994143484626646812e-01	1.881720430107526876e-01	9.928721785545349121e-01
7.994143484626646812e-01	1.935483870967741882e-01	9.928273558616638184e-01
8.081991215226940195e-01	1.935483870967741882e-01	9.922329187393188477e-01
8.081991215226940195e-01	1.989247311827956888e-01	9.920629858970642090e-01
8.125915080527086332e-01	1.989247311827956888e-01	9.908761382102966309e-01
8.125915080527086332e-01	2.096774193548387177e-01	9.892182350158691406e-01
8.155197657393851163e-01	2.096774193548387177e-01	9.882614016532897949e-01
8.155197657393851163e-01	2.150537634408602183e-01	9.868957400321960449e-01
8.184480234260614884e-01	2.150537634408602183e-01	9.866232275962829590e-01
8.184480234260614884e-01	2.204301075268817189e-01	9.851737618446350098e-01
8.213762811127379715e-01	2.204301075268817189e-01	9.835556149482727051e-01
8.213762811127379715e-01	2.258064516129032195e-01	9.827060699462890625e-01
